company,company_key,prediction_date,horizon_end,ranking_score,label_state
Lori Systems Corp.,lorisystems,2025-04-21,2028-04-21,0.20847355768039685,insufficient_followup
"PVpallet, Inc.",pvpallet,2025-01-21,2028-01-21,0.20777321808014662,insufficient_followup
Power Parity Lda,powerparitylda,2025-05-05,2028-05-05,0.20728575087093895,insufficient_followup
Redi.Health Inc.,redihealth,2025-08-15,2028-08-15,0.2063316534045978,insufficient_followup
Pro Athlete Community Inc,proathletecommunity,2025-06-24,2028-06-24,0.20568223464568108,insufficient_followup
"New York Shipping Exchange, Inc.",newyorkshippingexchange,2024-11-19,2027-11-19,0.20500324911881662,insufficient_followup
"We Are Arthur, Inc.",wearearthur,2025-01-15,2028-01-15,0.20348888289377204,insufficient_followup
MLR Auto Limited,mlrauto,2025-06-19,2028-06-19,0.20339288559754568,insufficient_followup
"Kubiya, Inc.",kubiya,2024-08-20,2027-08-20,0.2027072824278217,insufficient_followup
Veracity Wellness Inc.,veracitywellness,2025-06-17,2028-06-17,0.20236320650030618,insufficient_followup
"MatchaBar, Inc.",matchabar,2024-04-23,2027-04-23,0.20198959155489302,insufficient_followup
Cerus Fitness Inc.,cerusfitness,2024-12-02,2027-12-02,0.20035716634195688,insufficient_followup
"Dropstat, Inc.",dropstat,2023-11-29,2026-11-29,0.20035675797323704,insufficient_followup
PLANCKDOT,planckdot,2024-04-16,2027-04-16,0.20018265115791492,insufficient_followup
Instant Connect Holdings Corporation,instantconnect,2024-05-01,2027-05-01,0.20000896072717458,insufficient_followup
Sky Gate Hospitality Pvt. Ltd.,skygatehospitalitypvt,2024-11-18,2027-11-18,0.1998122840703702,insufficient_followup
Acelab Inc.,acelab,2023-08-03,2026-08-03,0.19979842083284793,insufficient_followup
"Unum Health USA, Inc.",unumhealthusa,2024-07-26,2027-07-26,0.1996400051985559,insufficient_followup
OTACA,otaca,2023-12-28,2026-12-28,0.19821129552627048,insufficient_followup
TraqCheck IT Services Private Limited,traqcheckitservicesprivate,2024-09-23,2027-09-23,0.1982053188863643,insufficient_followup
"Sailes, Inc.",sailes,2023-09-14,2026-09-14,0.19748761566502435,insufficient_followup
Senteon Inc.,senteon,2024-12-11,2027-12-11,0.19729344360268275,insufficient_followup
"G Cards, Inc.",gcards,2024-11-19,2027-11-19,0.19657055455874145,insufficient_followup
Akia Syndicate,akiasyndicate,2024-09-19,2027-09-19,0.19588629966488164,insufficient_followup
backstitch Inc.,backstitch,2024-04-11,2027-04-11,0.19482253981578598,insufficient_followup
Kognitive Networks Inc.,kognitivenetworks,2024-11-08,2027-11-08,0.19442636107025013,insufficient_followup
"GarageSkins, Inc.",garageskins,2023-09-08,2026-09-08,0.19413202549168168,insufficient_followup
Hoodie Analytics,hoodieanalytics,2024-06-27,2027-06-27,0.19356488412148043,insufficient_followup
Daisy Genomics Inc.,daisygenomics,2025-12-08,2028-12-08,0.19325496801035885,insufficient_followup
"Kivo, Inc.",kivo,2025-12-31,2028-12-31,0.1916241459221856,insufficient_followup
SIMK Labels Private Limited,simklabelsprivate,2025-03-29,2028-03-29,0.19129829405530688,insufficient_followup
Ecolution Power Company,ecolutionpower,2025-04-16,2028-04-16,0.1912588832796742,insufficient_followup
Viksha Green Energy Private Limited,vikshagreenenergyprivate,2025-12-25,2028-12-25,0.1906668490592343,insufficient_followup
"Tele911, Inc.",tele911,2024-10-08,2027-10-08,0.19036118550170314,insufficient_followup
H. Mulligan Bespoke Libations Co.,hmulliganbespokelibations,2024-11-18,2027-11-18,0.1893804244103395,insufficient_followup
"Payroll4Free.com, Inc.",payroll4freecom,2023-09-30,2026-09-30,0.1887723361229372,insufficient_followup
SubBase Technologies Inc.,subbase,2026-06-17,2029-06-17,0.18869190287752385,insufficient_followup
World Matcha Inc.,worldmatcha,2024-01-23,2027-01-23,0.1882915558680242,insufficient_followup
"PayOnWard,Inc",payonward,2025-08-20,2028-08-20,0.18822314096373607,insufficient_followup
"Ascendia Pharmaceuticals, Inc.",ascendiapharmaceuticals,2024-10-11,2027-10-11,0.18821975465499216,insufficient_followup
"Verosint, Inc.",verosint,2023-10-03,2026-10-03,0.187566672048912,insufficient_followup
"Citrine Informatics, Inc.",citrineinformatics,2023-09-22,2026-09-22,0.18669848818470622,insufficient_followup
"Kodama Systems, Inc.",kodamasystems,2025-10-23,2028-10-23,0.1860308149394503,insufficient_followup
"Tally Surgical, Inc.",tallysurgical,2024-04-29,2027-04-29,0.18488010308637537,insufficient_followup
"Maven Pet, Inc.",mavenpet,2024-09-05,2027-09-05,0.1846787420870044,insufficient_followup
Yamy Studio Yazilim Ve Oyun Gelistirme Anonim Sirketi,yamystudioyazilimveoyungelistirmeanonimsirketi,2023-11-17,2026-11-17,0.184457622809182,insufficient_followup
"7Rivers, Inc",7rivers,2026-02-23,2029-02-23,0.1843268723814781,insufficient_followup
"Vsimple, Inc.",vsimple,2025-04-28,2028-04-28,0.18413838326134252,insufficient_followup
"Gem Specialty Health, Inc.",gemspecialtyhealth,2023-09-11,2026-09-11,0.18301224167432636,insufficient_followup
"Pavewise, Inc.",pavewise,2025-10-22,2028-10-22,0.18291283577663672,insufficient_followup
FlyFin AI Inc.,flyfinai,2025-02-12,2028-02-12,0.1826961993296564,insufficient_followup
"Azimuth GRC, Inc.",azimuthgrc,2023-12-20,2026-12-20,0.1825830599886052,insufficient_followup
"Cloneable, Inc.",cloneable,2026-02-11,2029-02-11,0.1823841914651066,insufficient_followup
"TireTutor, Inc.",tiretutor,2024-07-01,2027-07-01,0.18215300531866893,insufficient_followup
"Koios Medical, Inc.",koiosmedical,2025-04-30,2028-04-30,0.18177870037975832,insufficient_followup
"Braavo Capital, Inc.",braavocapital,2024-05-28,2027-05-28,0.18124478993770562,insufficient_followup
"Better World Collective, Inc.",betterworldcollective,2024-05-21,2027-05-21,0.18102167933697733,insufficient_followup
"Aplos, Inc.",aplos,2025-11-19,2028-11-19,0.18089729826487852,insufficient_followup
"Milika, Inc.",milika,2026-05-13,2029-05-13,0.1804651293780179,insufficient_followup
Latent Knowledge Solutions Inc.,latentknowledgesolutions,2025-03-04,2028-03-04,0.180421710739227,insufficient_followup
"Halo Energy, Inc.",haloenergy,2024-06-19,2027-06-19,0.18035885829712806,insufficient_followup
The Clothes Doctor Limited,theclothesdoctor,2024-10-02,2027-10-02,0.18027844818436498,insufficient_followup
Hawaiian Ola Brewing Corporation,hawaiianolabrewing,2023-10-23,2026-10-23,0.1802116229388804,insufficient_followup
"When Insurance Agency, Inc.",wheninsuranceagency,2024-08-01,2027-08-01,0.17999409891643334,insufficient_followup
"Skylark Travel Group, Inc.",skylarktravel,2024-10-17,2027-10-17,0.17983693123564629,insufficient_followup
"TearSolutions, Inc.",tearsolutions,2024-11-21,2027-11-21,0.17981339726741385,insufficient_followup
Venture Catalysts Private Limited,venturecatalystsprivate,2025-09-07,2028-09-07,0.1792741396406942,insufficient_followup
Thurlow Veterinary Services Inc.,thurlowveterinaryservices,2025-09-08,2028-09-08,0.1792582781312696,insufficient_followup
FormAssembly Inc.,formassembly,2024-03-14,2027-03-14,0.17842158425405538,insufficient_followup
Algenesis Corporation,algenesis,2024-10-25,2027-10-25,0.1783655182826096,insufficient_followup
"Kuehnle Agrosystems, Inc.",kuehnleagrosystems,2024-01-22,2027-01-22,0.17824964962407247,insufficient_followup
"Piction Health, Inc.",pictionhealth,2024-06-26,2027-06-26,0.17804356466529916,insufficient_followup
"BreachRx, Inc.",breachrx,2024-04-16,2027-04-16,0.17779350096698102,insufficient_followup
"Square Robot, Inc.",squarerobot,2023-09-25,2026-09-25,0.1776595967519846,insufficient_followup
"Modulo Bio, Inc.",modulobio,2024-11-20,2027-11-20,0.17737486394421617,insufficient_followup
"Avadain, Inc.",avadain,2023-10-25,2026-10-25,0.17722673988949605,insufficient_followup
"Toolpath Labs, Inc.",toolpath,2024-08-21,2027-08-21,0.17668738227854078,insufficient_followup
Bad Stuff LLC,badstuff,2024-12-30,2027-12-30,0.17645013642005147,insufficient_followup
"Wealthfeed, Inc.",wealthfeed,2025-09-25,2028-09-25,0.17629310474586338,insufficient_followup
Power Hero Corp.,powerhero,2024-09-16,2027-09-16,0.1762476435397382,insufficient_followup
"Clearbrief, Inc.",clearbrief,2024-03-19,2027-03-19,0.17596006751603396,insufficient_followup
Renterra Inc.,renterra,2025-12-18,2028-12-18,0.17534092148605812,insufficient_followup
"SponsorCX, Inc.",sponsorcx,2025-02-21,2028-02-21,0.17530173408437766,insufficient_followup
"Sports Visio, Inc.",sportsvisio,2023-08-10,2026-08-10,0.17470017181748707,insufficient_followup
DoctorApp srl,doctorappsrl,2024-11-18,2027-11-18,0.17462392722657896,insufficient_followup
AI NUTRITION CORP.,ainutrition,2024-07-23,2027-07-23,0.17461472609787468,insufficient_followup
"Pikkit, Inc.",pikkit,2023-12-31,2026-12-31,0.17431755379578476,insufficient_followup
Aerovec Inc.,aerovec,2025-07-23,2028-07-23,0.17327393394724153,insufficient_followup
"Livsn Designs, Inc.",livsndesigns,2023-12-04,2026-12-04,0.17281092503135084,insufficient_followup
"Beaming Health, Inc.",beaminghealth,2024-12-26,2027-12-26,0.1721722299192309,insufficient_followup
Local Locker Incorporated,locallocker,2023-11-03,2026-11-03,0.171764120628313,insufficient_followup
"Dasseti, Inc.",dasseti,2024-06-05,2027-06-05,0.1714107227673054,insufficient_followup
Social Station Group Limited,socialstation,2024-01-19,2027-01-19,0.1699860846918086,insufficient_followup
Juicer Energy Inc.,juicerenergy,2024-08-12,2027-08-12,0.1695540845393094,insufficient_followup
"Tangram Flex, Inc.",tangramflex,2023-09-14,2026-09-14,0.16955273005207655,insufficient_followup
"Avridh Technologies, Inc.",avridh,2025-06-25,2028-06-25,0.16939634322847746,insufficient_followup
"Fetii, Inc.",fetii,2024-04-04,2027-04-04,0.16891255197405833,insufficient_followup
"Shanghai Junsai Biotechnology Co., Ltd.",shanghaijunsaibiotechnology,2025-11-30,2028-11-30,0.16851139954366207,insufficient_followup
"Ostra Cybersecurity, Inc.",ostracybersecurity,2024-03-05,2027-03-05,0.16848704195800923,insufficient_followup
"Forj Software, Inc.",forjsoftware,2026-01-29,2029-01-29,0.16828576682836507,insufficient_followup
Braincare Limited,braincare,2024-10-21,2027-10-21,0.16752326361889566,insufficient_followup
"Avibra, Inc.",avibra,2024-10-03,2027-10-03,0.16581868647923168,insufficient_followup
UAB Walk15,uabwalk15,2023-11-15,2026-11-15,0.1648525362429524,insufficient_followup
"Crown Affair, Inc.",crownaffair,2026-05-08,2029-05-08,0.16447837502963286,insufficient_followup
Quorus Inc.,quorus,2026-03-02,2029-03-02,0.16435040476878893,insufficient_followup
Immaculate Vegan Limited,immaculatevegan,2025-02-26,2028-02-26,0.16411820633800778,insufficient_followup
"OneFul Health, Inc.",onefulhealth,2024-07-05,2027-07-05,0.1639662244693001,insufficient_followup
"inKind Cards, Inc.",inkindcards,2023-12-31,2026-12-31,0.16248585960903925,insufficient_followup
"CREtelligent, Inc.",cretelligent,2025-04-23,2028-04-23,0.16232384932632005,insufficient_followup
"Qualiti, Inc.",qualiti,2023-12-13,2026-12-13,0.16224853471553247,insufficient_followup
Gori Company,gori,2025-01-03,2028-01-03,0.1620362213879456,insufficient_followup
Force Equals Inc.,forceequals,2026-02-10,2029-02-10,0.16179267355647145,insufficient_followup
"KoKo Medical, Inc.",kokomedical,2023-12-15,2026-12-15,0.16149351268749085,insufficient_followup
"Suitable, Inc.",suitable,2025-03-03,2028-03-03,0.16137407589565023,insufficient_followup
"Carebot Health, Inc.",carebothealth,2024-01-25,2027-01-25,0.1613415846468973,insufficient_followup
PS-Fertility Inc.,psfertility,2025-05-20,2028-05-20,0.1601010421523938,insufficient_followup
"Shenzhen Youneng New Energy Technology Co., Ltd.",shenzhenyounengnewenergy,2023-09-14,2026-09-14,0.1600487322349347,insufficient_followup
Doro Mind Inc.,doromind,2026-03-17,2029-03-17,0.1597359812737937,insufficient_followup
Hungri Games Bilisim A.S.,hungrigamesbilisimas,2023-08-14,2026-08-14,0.15970120852423503,insufficient_followup
"Blip Technologies, Inc.",blip,2024-07-01,2027-07-01,0.15955896072486872,insufficient_followup
"CourtScribes, Inc.",courtscribes,2026-06-12,2029-06-12,0.15940923213369385,insufficient_followup
Pitch Aeronautics Inc,pitchaeronautics,2023-12-05,2026-12-05,0.1592189418933609,insufficient_followup
The NoBaked Company,thenobaked,2025-04-25,2028-04-25,0.15850323394735868,insufficient_followup
Levanta.io Inc.,levantaio,2023-12-01,2026-12-01,0.15802687494033096,insufficient_followup
Olyra Foods Inc.,olyrafoods,2025-04-24,2028-04-24,0.1558034806743222,insufficient_followup
RAK fitness consumer Pvt. Ltd,rakfitnessconsumerpvt,2026-03-26,2029-03-26,0.15572111434063654,insufficient_followup
Truliv Properties & Services Private Limited,trulivpropertiesservicesprivate,2025-06-23,2028-06-23,0.1548867192833025,insufficient_followup
Manor Rama Care Pvt. Ltd.,manorramacarepvt,2024-09-17,2027-09-17,0.15444617915516343,insufficient_followup
"Hedge Health, Co.",hedgehealth,2025-10-02,2028-10-02,0.15428420859074327,insufficient_followup
"Ren Systems, Inc.",rensystems,2025-08-07,2028-08-07,0.15399030352161974,insufficient_followup
"TAS Medical, Inc.",tasmedical,2025-08-26,2028-08-26,0.15248808257660568,insufficient_followup
"Archive Intel, Inc.",archiveintel,2024-12-23,2027-12-23,0.15222765477930156,insufficient_followup
Switchyards Inc.,switchyards,2024-04-17,2027-04-17,0.15195266481482192,insufficient_followup
"Virtual Connect Technologies, Inc.",virtualconnect,2024-08-15,2027-08-15,0.1516680572650044,insufficient_followup
"Connective Health, Inc.",connectivehealth,2024-10-10,2027-10-10,0.15115171364959304,insufficient_followup
ClearGov Inc.,cleargov,2024-03-18,2027-03-18,0.15113759832419724,insufficient_followup
"Wefunder, Inc.",wefunder,2023-08-24,2026-08-24,0.15100304882363969,insufficient_followup
FenixPyre Inc.,fenixpyre,2024-08-15,2027-08-15,0.15079574888308134,insufficient_followup
"Game of Silks, Inc.",gameofsilks,2023-10-11,2026-10-11,0.15074954751232666,insufficient_followup
"Aervivo, Inc.",aervivo,2025-09-05,2028-09-05,0.15042891657809576,insufficient_followup
"Shop Accelerator, Inc.",shopaccelerator,2024-09-05,2027-09-05,0.15040263626277034,insufficient_followup
"WealthHub Solutions, Inc.",wealthhubsolutions,2024-12-20,2027-12-20,0.15033052085617063,insufficient_followup
"Something Borrowed Blooms, Inc.",somethingborrowedblooms,2025-03-13,2028-03-13,0.14965901449949784,insufficient_followup
CairnSurgical Inc.,cairnsurgical,2024-08-21,2027-08-21,0.14872905534918462,insufficient_followup
"FlowMSP, Inc.",flowmsp,2023-12-05,2026-12-05,0.14823517826479604,insufficient_followup
AJNA BioSciences PBC,ajnabiosciences,2025-04-30,2028-04-30,0.1481902680401363,insufficient_followup
"ElastiFlow, Inc.",elastiflow,2024-02-21,2027-02-21,0.1472380434663713,insufficient_followup
"Liine, Inc.",liine,2024-12-05,2027-12-05,0.14697091128603693,insufficient_followup
"Delta Development Team, Inc.",deltadevelopmentteam,2023-12-19,2026-12-19,0.1464874794960359,insufficient_followup
"Joylux, Inc.",joylux,2024-12-11,2027-12-11,0.14643299555008238,insufficient_followup
Auto Hauler Exchange Inc.,autohaulerexchange,2025-02-04,2028-02-04,0.14600090714722558,insufficient_followup
FrenchFounders Inc.,frenchfounders,2024-01-26,2027-01-26,0.1459318658026753,insufficient_followup
"Myota, Inc.",myota,2026-02-04,2029-02-04,0.14425213580457108,insufficient_followup
"InGeneron, Inc.",ingeneron,2024-03-04,2027-03-04,0.14419871165332612,insufficient_followup
ALGO8 LLC,algo8,2026-04-16,2029-04-16,0.14176824712913977,insufficient_followup
HelloHive Inc.,hellohive,2024-02-22,2027-02-22,0.14066876067759668,insufficient_followup
Pathfinder Spirit Inc,pathfinderspirit,2024-03-11,2027-03-11,0.14061061673222963,insufficient_followup
"Smart Cups, Inc.",smartcups,2024-05-03,2027-05-03,0.13940267624323824,insufficient_followup
Fessura Italia SRL,fessuraitaliasrl,2025-04-14,2028-04-14,0.1377895874938938,insufficient_followup
Ortharize Limited,ortharize,2023-09-22,2026-09-22,0.1370212578713599,insufficient_followup
Vroom Solar Inc.,vroomsolar,2024-09-18,2027-09-18,0.13394231278299054,insufficient_followup
"Confianza, Inc.",confianza,2025-12-22,2028-12-22,0.13329952482194948,insufficient_followup
"Therm Solutions, Inc.",thermsolutions,2025-08-12,2028-08-12,0.13242002789052237,insufficient_followup
Seven Bro7thers,sevenbro7thers,2023-08-30,2026-08-30,0.13106305539404486,insufficient_followup
"MileUp, Inc.",mileup,2023-10-06,2026-10-06,0.1306175597956099,insufficient_followup
"MindClick Group, Inc.",mindclick,2024-10-01,2027-10-01,0.1303372648888127,insufficient_followup
"Prime Artificial Intelligence, Inc.",primeartificialintelligence,2024-11-20,2027-11-20,0.1303372648888127,insufficient_followup
"Tour24, Inc.",tour24,2024-04-10,2027-04-10,0.12891015396628805,insufficient_followup
"GreyscaleAI, Inc.",greyscaleai,2025-01-23,2028-01-23,0.12889730515491915,insufficient_followup
"Minnesota Soccer Holdings, GBC",minnesotasoccergbc,2025-01-31,2028-01-31,0.1286449986287574,insufficient_followup
TCC Brands Inc.,tccbrands,2025-07-30,2028-07-30,0.1280354600973294,insufficient_followup
BoltWise Inc.,boltwise,2025-09-29,2028-09-29,0.1268593092906455,insufficient_followup
Duh Corp,duh,2026-01-05,2029-01-05,0.1262492015081725,insufficient_followup
"Geofy, Inc.",geofy,2024-12-23,2027-12-23,0.1258534504440936,insufficient_followup
3CLogic Inc.,3clogic,2026-03-26,2029-03-26,0.12581211122486902,insufficient_followup
"Forml, Inc.",forml,2026-05-07,2029-05-07,0.12534076266226943,insufficient_followup
Grande Delta Corporation,grandedelta,2024-08-28,2027-08-28,0.12467965218087902,insufficient_followup
"Cariina, Inc.",cariina,2025-09-02,2028-09-02,0.12457022764731443,insufficient_followup
"Innova Vascular, Inc.",innovavascular,2025-07-29,2028-07-29,0.12385068784407727,insufficient_followup
"Driven Software Solutions, Inc.",drivensoftwaresolutions,2025-06-10,2028-06-10,0.12345943511587419,insufficient_followup
"WordCollections, Inc.",wordcollections,2023-08-11,2026-08-11,0.12334606535379465,insufficient_followup
encoord Inc.,encoord,2024-11-08,2027-11-08,0.12325761358035402,insufficient_followup
Vloggi Pty Ltd,vloggipty,2023-12-05,2026-12-05,0.12100339591858976,insufficient_followup
"Frankie's Story, LLC",frankiesstory,2025-04-30,2028-04-30,0.1200236158660878,insufficient_followup
"Repetix, Inc.",repetix,2024-03-20,2027-03-20,0.11920854597953286,insufficient_followup
Vixiv Inc.,vixiv,2025-02-04,2028-02-04,0.117897190274134,insufficient_followup
Superb Shifts Inc.,superbshifts,2024-04-03,2027-04-03,0.11669923767657459,insufficient_followup
"Iyuda Therapeutics, Inc.",iyudatherapeutics,2025-06-06,2028-06-06,0.1155830535543243,insufficient_followup
Tred Earth Ltd,tredearth,2023-08-25,2026-08-25,0.1117452310666237,insufficient_followup
"Gleamery, Inc.",gleamery,2023-08-09,2026-08-09,0.10709496287267478,insufficient_followup
"Cabin 3 Restaurant Group, Inc.",cabin3restaurant,2024-08-19,2027-08-19,0.10582535207777079,insufficient_followup
Neuralift Inc.,neuralift,2025-03-31,2028-03-31,0.10384669982473996,insufficient_followup
"Sironix Renewables, Inc.",sironixrenewables,2024-10-16,2027-10-16,0.10270821240616361,insufficient_followup
"Better Life Health, Inc.",betterlifehealth,2025-11-18,2028-11-18,0.10208354644260702,insufficient_followup
"PowrLine, Inc.",powrline,2026-02-10,2029-02-10,0.10125493238235586,insufficient_followup
"Automation Intellect, Inc.",automationintellect,2024-04-04,2027-04-04,0.09955009957738242,insufficient_followup
Akari Brands Inc.,akaribrands,2025-10-03,2028-10-03,0.0988784771353986,insufficient_followup
"Ventis Medical, Inc.",ventismedical,2024-10-11,2027-10-11,0.09109147527599704,insufficient_followup
"Govstream.Ai, Inc.",govstreamai,2025-12-02,2028-12-02,0.09048465493763336,insufficient_followup
