company,company_key,is_unicorn,label_source,index_date,outcome_date,matched_positive_company,match_method,match_gap_days,index_year,index_era,pre_round_count,has_pre_round,pre_rounds_with_amount,pre_funding_total_usd,ln_pre_funding,pre_funding_max_usd,ln_pre_funding_max,pre_last_post_money_usd,pre_max_post_money_usd,pre_unique_investor_count,pre_investor_count_max,years_of_history_pre,days_since_last_pre_round,max_feature_round_date,industry_group,continent,country,founded_year,has_founded_year,master_match_status,master_tier,probability,founding_year_cohort,funding_stage_proxy,total_funding_bucket,company_age_proxy,data_completeness,economic_period
"Beijing Yanyu Technology Co., Ltd.",beijingyanyu,1,capitaliq_post_money_ge_1b,2026-06-18,2026-06-18,"Beijing Yanyu Technology Co., Ltd.",positive_self,0,2026,Post-2021,1,1,1,3500000.0,15.068273812173889,3500000.0,15.068273812173889,15000000.0,15000000.0,4,4,2.9048596851471595,1061,2023-07-23,Unknown,Unknown,,-1,0,unmatched,unmatched,0.2037349809591731,,1,Q3,1-3,round_history_only,2025-2026
Bending Spoons S.p.A. (NasdaqGS:BSP),bendingspoonsspanasdaqgsbsp,1,capitaliq_post_money_ge_1b,2024-02-15,2024-02-15,Bending Spoons S.p.A. (NasdaqGS:BSP),positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"BETA Technologies, Inc. (NYSE:BETA)",betanysebeta,1,capitaliq_post_money_ge_1b,2025-08-27,2025-08-27,"BETA Technologies, Inc. (NYSE:BETA)",positive_self,0,2025,Post-2021,1,1,1,425620000.0,19.869057489718312,425620000.0,19.869057489718312,644100000.0,644100000.0,2,2,4.26009582477755,1556,2021-05-24,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9299035582954295,,1,Q4,3-7,round_history_only,2025-2026
"BillionToOne, Inc. (NasdaqGS:BLLN)",billiontoonenasdaqgsblln,1,capitaliq_post_money_ge_1b,2024-06-21,2024-06-21,"BillionToOne, Inc. (NasdaqGS:BLLN)",positive_self,0,2024,Post-2021,2,1,2,86020000.0,18.27009039694507,71020000.0,18.07847209955976,288540000.0,288540000.0,10,7,5.234770704996578,1103,2021-06-14,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9519668053461467,,2,Q4,3-7,round_history_only,2024
"Bilt Technologies, Inc.",bilt,1,capitaliq_post_money_ge_1b,2025-07-10,2025-07-10,"Bilt Technologies, Inc.",positive_self,0,2025,Post-2021,2,1,2,69000000.0,18.04961707705429,60000000.0,17.909855136853043,350000000.0,350000000.0,16,15,3.9479808350444894,1388,2021-09-21,Unknown,Unknown,,-1,0,unmatched,unmatched,0.8942592054528515,,2,Q4,3-7,round_history_only,2025-2026
"Blitzy, Inc.",blitzy,1,capitaliq_post_money_ge_1b,2026-05-05,2026-05-05,"Blitzy, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"Blockratize, Inc.",blockratize,1,capitaliq_post_money_ge_1b,2025-08-26,2025-08-26,"Blockratize, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Boom Technology, Inc.",boom,1,capitaliq_post_money_ge_1b,2025-12-09,2025-12-09,"Boom Technology, Inc.",positive_self,0,2025,Post-2021,2,1,2,3250000.0,14.99416586199818,3130000.0,14.956543882005104,328750000.0,328750000.0,1,1,9.713894592744696,2049,2020-04-30,Hardware & Industrials,North America,United States,-1,0,exact_unique,unicorn_current,0.7360557289014491,,2,Q3,7+,round_history_only,2025-2026
Brevo SAS,brevosas,1,capitaliq_post_money_ge_1b,2025-12-03,2025-12-03,Brevo SAS,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"BrightInsight, Inc.",brightinsight,1,capitaliq_post_money_ge_1b,2026-01-20,2026-01-20,"BrightInsight, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Brinc Drones Inc.,brincdrones,1,capitaliq_post_money_ge_1b,2026-07-14,2026-07-14,Brinc Drones Inc.,positive_self,0,2026,Post-2021,1,1,1,75000000.0,18.13299868483392,75000000.0,18.13299868483392,614430000.0,614430000.0,2,2,1.264887063655031,462,2025-04-08,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9784112942514777,,1,Q4,1-3,round_history_only,2025-2026
"Calterah Semiconductor Technology (Shanghai) Co., Ltd.",calterahsemiconductorshanghai,1,capitaliq_post_money_ge_1b,2026-03-06,2026-03-06,"Calterah Semiconductor Technology (Shanghai) Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Capital Rx, Inc.",capitalrx,1,capitaliq_post_money_ge_1b,2024-03-22,2024-03-22,"Capital Rx, Inc.",positive_self,0,2024,Post-2021,3,1,3,206000000.0,19.143386731608224,106000000.0,18.478949661510303,887970000.0,887970000.0,15,12,3.132101300479124,163,2023-10-11,Unknown,Unknown,,-1,0,unmatched,unmatched,0.954205106636607,,3+,Q4,3-7,round_history_only,2024
"Cart.com, Inc.",cartcom,1,capitaliq_post_money_ge_1b,2024-07-17,2024-07-17,"Cart.com, Inc.",positive_self,0,2024,Post-2021,1,1,1,25330000.0,17.047500061456734,25330000.0,17.047500061456734,95700000.0,95700000.0,4,4,3.2553045859000687,1189,2021-04-15,AI & Data,North America,United States,-1,0,exact_unique,unicorn_current,0.49525340655341826,,1,Q4,3-7,round_history_only,2024
"CAS Space Technology Co., Ltd",casspace,1,capitaliq_post_money_ge_1b,2024-04-12,2024-04-12,"CAS Space Technology Co., Ltd",positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
Castelion Corporation,castelion,1,capitaliq_post_money_ge_1b,2025-11-20,2025-11-20,Castelion Corporation,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Cathedral,cathedral,1,capitaliq_post_money_ge_1b,2026-07-23,2026-07-23,Cathedral,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"CATL (Shanghai) Intelligent Technology Co., Ltd.",catlshanghaiintelligent,1,capitaliq_post_money_ge_1b,2025-07-28,2025-07-28,"CATL (Shanghai) Intelligent Technology Co., Ltd.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Celestial AI Inc.,celestialai,1,capitaliq_post_money_ge_1b,2025-08-13,2025-08-13,Celestial AI Inc.,positive_self,0,2025,Post-2021,2,1,2,7870000.0,15.87856874745838,5000000.0,15.424948670398354,16030000.000000002,16030000.000000002,0,0,4.963723477070499,1681,2021-01-05,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.2243355380415461,,2,Q3,3-7,round_history_only,2025-2026
Cera Care Limited,ceracare,1,capitaliq_post_money_ge_1b,2025-01-12,2025-01-12,Cera Care Limited,positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Ceva Sante Animale,cevasanteanimale,1,capitaliq_post_money_ge_1b,2025-03-29,2025-03-29,Ceva Sante Animale,positive_self,0,2025,Post-2021,1,1,1,213350000.0,19.178444572285414,213350000.0,19.178444572285414,701010000.0,701010000.0,4,4,14.819986310746064,5413,2010-06-03,Unknown,Unknown,,-1,0,unmatched,unmatched,0.6547919321326878,,1,Q4,7+,round_history_only,2025-2026
"Chai Discovery, Inc.",chaidiscovery,1,capitaliq_post_money_ge_1b,2025-12-15,2025-12-15,"Chai Discovery, Inc.",positive_self,0,2025,Post-2021,2,1,2,100000000.0,18.420680753952364,70000000.0,18.064005814299342,550000000.0,550000000.0,14,11,1.264887063655031,131,2025-08-06,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.9563012181729258,,2,Q4,1-3,round_history_only,2025-2026
"Chainguard, Inc.",chainguard,1,capitaliq_post_money_ge_1b,2024-07-25,2024-07-25,"Chainguard, Inc.",positive_self,0,2024,Post-2021,2,1,2,66000000.0,18.005165315142214,61000000.0,17.926384438531027,333460000.0,333460000.0,5,5,2.628336755646817,267,2023-11-01,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.9748016064349098,,2,Q4,1-3,round_history_only,2024
"CHAOS Industries, Inc.",chaosindustries,1,capitaliq_post_money_ge_1b,2025-04-30,2025-04-30,"CHAOS Industries, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Hardware & Industrials,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"Chengdu Antejin Biotechnology Co., Ltd.",chengduantejinbiotechnology,1,capitaliq_post_money_ge_1b,2026-06-16,2026-06-16,"Chengdu Antejin Biotechnology Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Chengdu Guoxing Aerospace Technology Co., Ltd.",chengduguoxingaerospace,1,capitaliq_post_money_ge_1b,2026-04-17,2026-04-17,"Chengdu Guoxing Aerospace Technology Co., Ltd.",positive_self,0,2026,Post-2021,4,1,4,181490000.0,19.01671111924253,73640000.0,18.114698927908726,895660000.0,895660000.0,12,6,7.208761122518823,472,2024-12-31,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9742040363743706,,3+,Q4,7+,round_history_only,2025-2026
"Chobani, LLC",chobani,1,capitaliq_post_money_ge_1b,2025-10-16,2025-10-16,"Chobani, LLC",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,AI & Data,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
CiDi Inc. (SEHK:3881),cidisehk3881,1,capitaliq_post_money_ge_1b,2024-02-28,2024-02-28,CiDi Inc. (SEHK:3881),positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
Clay Labs Inc.,clay,1,capitaliq_post_money_ge_1b,2025-06-13,2025-06-13,Clay Labs Inc.,positive_self,0,2025,Post-2021,3,1,2,14910000.0,16.51754275381,12300000.0,16.325109901643454,616000.0,329380000.0,6,5,7.994524298425736,1459,2021-06-15,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.6184028940200078,,3+,Q4,7+,round_history_only,2025-2026
"Code Metal, Inc.",codemetal,1,capitaliq_post_money_ge_1b,2026-02-19,2026-02-19,"Code Metal, Inc.",positive_self,0,2026,Post-2021,1,1,1,36500000.0,17.41282284594998,36500000.0,17.41282284594998,216900000.0,216900000.0,6,6,0.271047227926078,99,2025-11-12,Unknown,Unknown,,-1,0,unmatched,unmatched,0.5622473650247635,,1,Q4,0-1,round_history_only,2025-2026
"COFCO Futures Co., Ltd.",cofcofutures,1,capitaliq_post_money_ge_1b,2025-01-02,2025-01-02,"COFCO Futures Co., Ltd.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Cognition AI, Inc.",cognitionai,1,capitaliq_post_money_ge_1b,2025-08-14,2025-08-14,"Cognition AI, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Colony Labs, Inc.",colony,1,capitaliq_post_money_ge_1b,2025-11-10,2025-11-10,"Colony Labs, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Colossal Biosciences Inc.,colossalbiosciences,1,capitaliq_post_money_ge_1b,2025-09-17,2025-09-17,Colossal Biosciences Inc.,positive_self,0,2025,Post-2021,2,1,2,83470000.0,18.23999785580727,65430000.00000001,17.99649144212943,146850000.0,146850000.0,17,12,4.010951403148528,1104,2022-09-09,Unknown,Unknown,,-1,0,unmatched,unmatched,0.649169675275629,,2,Q4,3-7,round_history_only,2025-2026
"Labs Companies, Inc.",companies,1,capitaliq_post_money_ge_1b,2025-04-18,2025-04-18,"Labs Companies, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"CompanyCam, Inc.",companycam,1,capitaliq_post_money_ge_1b,2025-08-21,2025-08-21,"CompanyCam, Inc.",positive_self,0,2025,Post-2021,1,1,1,6000000.0,15.607270193858982,6000000.0,15.607270193858982,39720000.0,39720000.0,1,1,5.144421629021219,1879,2020-06-29,Unknown,Unknown,,-1,0,unmatched,unmatched,0.3280478737560408,,1,Q3,3-7,round_history_only,2025-2026
Concordance Inc.,concordance,1,capitaliq_post_money_ge_1b,2025-11-25,2025-11-25,Concordance Inc.,positive_self,0,2025,Post-2021,1,1,1,100000000.0,18.420680753952364,100000000.0,18.420680753952364,900000000.0,900000000.0,6,6,0.3805612594113621,139,2025-07-09,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9407428567331125,,1,Q4,0-1,round_history_only,2025-2026
Coralogix inc.,coralogix,1,capitaliq_post_money_ge_1b,2026-06-03,2026-06-03,Coralogix inc.,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Enterprise Software,Asia,Israel,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
"CoreWeave, Inc. (NasdaqGS:CRWV)",coreweavenasdaqgscrwv,1,capitaliq_post_money_ge_1b,2024-05-30,2024-05-30,"CoreWeave, Inc. (NasdaqGS:CRWV)",positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"Corgi Insurance Services, Inc.",corgiinsuranceservices,1,capitaliq_post_money_ge_1b,2026-05-28,2026-05-28,"Corgi Insurance Services, Inc.",positive_self,0,2026,Post-2021,1,1,1,108560000.0,18.502813582702384,108560000.0,18.502813582702384,630000000.0,630000000.0,13,13,0.1505817932922655,55,2026-04-03,Unknown,Unknown,,-1,0,unmatched,unmatched,0.20729283496061565,,1,Q4,0-1,round_history_only,2025-2026
Cover Genius Pty Ltd,covergeniuspty,1,capitaliq_post_money_ge_1b,2026-07-14,2026-07-14,Cover Genius Pty Ltd,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Cowboy Space Corporation,cowboyspace,1,capitaliq_post_money_ge_1b,2026-05-21,2026-05-21,Cowboy Space Corporation,positive_self,0,2026,Post-2021,1,1,1,10000000.0,16.118095750958314,10000000.0,16.118095750958314,10000000.0,10000000.0,0,0,1.6125941136208075,589,2024-10-09,Hardware & Industrials,North America,United States,-1,0,exact_unique,unicorn_current,0.18976549657411132,,1,Q3,1-3,round_history_only,2025-2026
Creatio Inc.,creatio,1,capitaliq_post_money_ge_1b,2024-06-26,2024-06-26,Creatio Inc.,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2024
Credila Financial Services Limited,credilafinancialservices,1,capitaliq_post_money_ge_1b,2024-06-30,2024-06-30,Credila Financial Services Limited,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"Crypto.Com, Inc.",cryptocom,1,capitaliq_post_money_ge_1b,2026-07-16,2026-07-16,"Crypto.Com, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Cusp AI Limited,cuspai,1,capitaliq_post_money_ge_1b,2026-07-20,2026-07-20,Cusp AI Limited,positive_self,0,2026,Post-2021,1,1,1,99220000.0,18.41285017491579,99220000.0,18.41285017491579,697260000.0,697260000.0,13,13,0.9390828199863108,343,2025-08-11,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9411071833854685,,1,Q4,0-1,round_history_only,2025-2026
Cyera Inc.,cyera,1,capitaliq_post_money_ge_1b,2024-04-09,2024-04-09,Cyera Inc.,positive_self,0,2024,Post-2021,1,1,1,100000000.0,18.420680753952364,100000000.0,18.420680753952364,500000000.0,500000000.0,4,4,0.785763175906913,287,2023-06-27,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.9663839296692557,,1,Q4,0-1,round_history_only,2024
"DailyPay, LLC",dailypay,1,capitaliq_post_money_ge_1b,2024-01-18,2024-01-18,"DailyPay, LLC",positive_self,0,2024,Post-2021,3,1,3,15110000.0,16.530867400430257,9090000.0,16.02268557616466,23180000.0,23180000.0,4,4,7.425051334702259,2163,2018-02-15,Fintech,North America,United States,2016,1,exact_unique,unicorn_current,0.8721644265273288,2015-18,3+,Q4,7+,round+founding+master,2024
Dangote Petroleum Refinery & Petrochemicals Fze,dangotepetroleumrefinerypetrochemicalsfze,1,capitaliq_post_money_ge_1b,2026-07-23,2026-07-23,Dangote Petroleum Refinery & Petrochemicals Fze,positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"DataDirect Networks, Inc.",datadirectnetworks,1,capitaliq_post_money_ge_1b,2025-01-06,2025-01-06,"DataDirect Networks, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"DaZheng (Jiangsu) Micro Nano Technology Co., Ltd.",dazhengjiangsumicronano,1,capitaliq_post_money_ge_1b,2026-07-04,2026-07-04,"DaZheng (Jiangsu) Micro Nano Technology Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Decagon AI, Inc.",decagonai,1,capitaliq_post_money_ge_1b,2026-01-28,2026-01-28,"Decagon AI, Inc.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
Decart AI Ltd,decartai,1,capitaliq_post_money_ge_1b,2025-08-07,2025-08-07,Decart AI Ltd,positive_self,0,2025,Post-2021,2,1,2,53000000.0,17.78580249038432,32000000.0,17.281246492014,500000000.0,500000000.0,3,3,0.7665982203969883,231,2024-12-19,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9668759913099115,,2,Q4,0-1,round_history_only,2025-2026
"Deepal Automobile Technology Co., Ltd.",deepalautomobile,1,capitaliq_post_money_ge_1b,2025-12-25,2025-12-25,"Deepal Automobile Technology Co., Ltd.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Deepgram, Inc.",deepgram,1,capitaliq_post_money_ge_1b,2026-01-13,2026-01-13,"Deepgram, Inc.",positive_self,0,2026,Post-2021,3,1,3,119560000.0,18.599328903744013,72000000.0,18.09217669086922,263020000.0,263020000.0,7,6,9.80971937029432,1134,2022-12-06,AI & Data,North America,United States,-1,0,exact_unique,unicorn_current,0.8016610807499893,,3+,Q4,7+,round_history_only,2025-2026
DeepL SE,deeplse,1,capitaliq_post_money_ge_1b,2024-05-22,2024-05-22,DeepL SE,positive_self,0,2024,Post-2021,1,1,0,0.0,0.0,0.0,0.0,991120000.0,991120000.0,3,3,1.51129363449692,552,2022-11-17,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9289521995674133,,1,Q1,1-3,round_history_only,2024
DevRev Inc.,devrev,1,capitaliq_post_money_ge_1b,2024-07-25,2024-07-25,DevRev Inc.,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2024
"DexForce Technology Co., Ltd.",dexforce,1,capitaliq_post_money_ge_1b,2026-06-30,2026-06-30,"DexForce Technology Co., Ltd.",positive_self,0,2026,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2025-2026
"Dexterity, Inc.",dexterity,1,capitaliq_post_money_ge_1b,2025-03-11,2025-03-11,"Dexterity, Inc.",positive_self,0,2025,Post-2021,1,1,1,8150000.0,15.913528607916424,8150000.0,15.913528607916424,9150000.0,9150000.0,1,1,7.19233401779603,2627,2017-12-31,Hardware & Industrials,North America,United States,-1,0,exact_unique,unicorn_current,0.35184222303370055,,1,Q3,7+,round_history_only,2025-2026
DigitalLand Holdings Limited,digitalland,1,capitaliq_post_money_ge_1b,2024-12-31,2024-12-31,DigitalLand Holdings Limited,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
"Distyl AI, Inc.",distylai,1,capitaliq_post_money_ge_1b,2025-09-22,2025-09-22,"Distyl AI, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
Divergent Technologies Inc.,divergent,1,capitaliq_post_money_ge_1b,2025-09-15,2025-09-15,Divergent Technologies Inc.,positive_self,0,2025,Post-2021,1,1,1,22500000.0,16.929025911619092,22500000.0,16.929025911619092,270650000.0,270650000.0,2,2,8.706365503080082,3180,2016-12-31,Unknown,Unknown,,-1,0,unmatched,unmatched,0.6887207773599948,,1,Q4,7+,round_history_only,2025-2026
"d-Matrix, Inc.",dmatrix,1,capitaliq_post_money_ge_1b,2025-11-12,2025-11-12,"d-Matrix, Inc.",positive_self,0,2025,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Enterprise Software,North America,United States,-1,0,exact_unique,unicorn_current,0.9999655172413793,,0,Q1,0,limited_source_metadata,2025-2026
DMI Finance Private Limited,dmifinanceprivate,1,capitaliq_post_money_ge_1b,2024-08-22,2024-08-22,DMI Finance Private Limited,positive_self,0,2024,Post-2021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9999091792132103,,0,Q1,0,limited_source_metadata,2024
