company,company_key,is_unicorn,label_source,index_date,outcome_date,matched_positive_company,match_method,match_gap_days,index_year,index_era,pre_round_count,has_pre_round,pre_rounds_with_amount,pre_funding_total_usd,ln_pre_funding,pre_funding_max_usd,ln_pre_funding_max,pre_last_post_money_usd,pre_max_post_money_usd,pre_unique_investor_count,pre_investor_count_max,years_of_history_pre,days_since_last_pre_round,max_feature_round_date,industry_group,continent,country,founded_year,has_founded_year,master_match_status,master_tier,probability,founding_year_cohort,funding_stage_proxy,total_funding_bucket,company_age_proxy,data_completeness,economic_period
"Ampcontrol Technologies, Inc.",ampcontrol,0,capitaliq_below_1b_matched_control,2026-01-30,,Advanced Machine Intelligence SAS,control_date_only,919,2026,Post-2021,1,1,1,10000000.0,16.118095750958314,10000000.0,16.118095750958314,22690000.0,22690000.0,3,3,2.516084873374401,919,2023-07-26,Unknown,Unknown,,-1,0,unmatched,unmatched,0.3227797792611761,,1,Q3,1-3,round_history_only,2025-2026
Amp Energy C&I Twenty Seven Private Limited,ampenergycitwentysevenprivate,0,capitaliq_below_1b_matched_control,2026-01-31,,General Intuition US Inc.,control_date_only,435,2026,Post-2021,1,1,1,586000.0,13.281076775042337,586000.0,13.281076775042337,2250000.0,2250000.0,1,1,1.1909650924024642,435,2024-11-22,Unknown,Unknown,,-1,0,unmatched,unmatched,0.05733389222580911,,1,Q2,1-3,round_history_only,2025-2026
"Ampersand Biomedicines, Inc.",ampersandbiomedicines,0,capitaliq_below_1b_matched_control,2026-02-02,,GoodLife Fitness Centres Inc.,control_date_only,320,2026,Post-2021,1,1,1,65000000.0,17.989897843244528,65000000.0,17.989897843244528,334520000.0,334520000.0,2,2,0.8761122518822724,320,2025-03-19,Unknown,Unknown,,-1,0,unmatched,unmatched,0.9524202132864229,,1,Q4,0-1,round_history_only,2025-2026
AMPIN C&I Power Twenty Private Limited,ampincipowertwentyprivate,0,capitaliq_below_1b_matched_control,2026-02-03,,"Skyryse, Inc.",control_date_only,186,2026,Post-2021,1,1,0,0.0,0.0,0.0,0.0,1000.0,1000.0,1,1,0.5092402464065708,186,2025-08-01,Unknown,Unknown,,-1,0,unmatched,unmatched,0.14682178461357312,,1,Q2,0-1,round_history_only,2025-2026
QC Labs,qc,0,capitaliq_below_1b_matched_control,2026-02-04,,Bedrock Robotics Inc.,control_industry_continent,3065,2026,Post-2021,1,1,1,1000000.0,13.815511557963774,1000000.0,13.815511557963774,1000000.0,1000000.0,0,0,8.39151266255989,3065,2017-09-14,Hardware & Industrials,North America,United States,1971,1,exact_unique,control_funded,0.06967416232351867,≤2009,1,Q2,7+,round+founding+master,2025-2026
Airrived Inc.,airrived,0,capitaliq_below_1b_matched_control,2026-02-04,,Eleven Labs Inc.,control_date_only,1,2026,Post-2021,1,1,1,6150000.0,15.631962802384312,6150000.0,15.631962802384312,6440000.0,6440000.0,4,4,0.0027378507871321,1,2026-02-03,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
"Angle Health, Inc.",anglehealth,0,capitaliq_below_1b_matched_control,2026-02-05,,"Anchor Labs, Inc.",control_industry,64,2026,Post-2021,1,1,1,134000000.0,18.71335036537787,134000000.0,18.71335036537787,586480000.0,586480000.0,8,8,0.1752224503764544,64,2025-12-03,Fintech,Unknown,,-1,0,exact_unique,control_accelerator,0.5201962597937763,,1,Q4,0-1,round_history_only,2025-2026
ALT DRX Private Limited,altdrxprivate,0,capitaliq_below_1b_matched_control,2026-02-05,,"Goodfire AI, Inc.",control_date_only,2,2026,Post-2021,1,1,1,665000.0,13.407543823396258,665000.0,13.407543823396258,47470000.0,47470000.0,1,1,0.0054757015742642,2,2026-02-03,Unknown,Unknown,,-1,0,unmatched,unmatched,6.929142981774562e-05,,1,Q2,0-1,round_history_only,2025-2026
Ampivo Smart Technologies Private Limited,ampivosmartprivate,0,capitaliq_below_1b_matched_control,2026-02-10,,"Garner Health Technology, Inc.",control_date_only,490,2026,Post-2021,1,1,1,179000.0,12.095146671399466,179000.0,12.095146671399466,8900000.0,8900000.0,1,1,1.3415468856947297,490,2024-10-08,Unknown,Unknown,,-1,0,unmatched,unmatched,0.06038915381579786,,1,Q2,1-3,round_history_only,2025-2026
"Cascade Labs, Inc.",cascade,0,capitaliq_below_1b_matched_control,2026-02-10,,"Stoke Space Technologies, Inc.",control_industry,1554,2026,Post-2021,1,1,1,5280000.0,15.479436845076366,5280000.0,15.479436845076366,5280000.0,5280000.0,3,3,4.254620123203286,1554,2021-11-09,Hardware & Industrials,Europe,United Kingdom,2003,1,exact_unique,control_funded,0.2660533235666293,≤2009,1,Q3,3-7,round+founding+master,2025-2026
"American Prime Sustainable Solutions, Inc.",americanprimesustainablesolutions,0,capitaliq_below_1b_matched_control,2026-02-11,,"Apptronik, Inc.",control_date_only,1,2026,Post-2021,1,1,1,600000.0,13.304686600863562,600000.0,13.304686600863562,623000.0,623000.0,2,2,0.0027378507871321,1,2026-02-10,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q2,0-1,round_history_only,2025-2026
"Amplifica Holdings Group, Inc.",amplifica,0,capitaliq_below_1b_matched_control,2026-02-11,,"Galaxea (Beijing) Artificial Intelligence Technology Co., Ltd.",control_date_only,1206,2026,Post-2021,1,1,1,11800000.0,16.283610174181653,11800000.0,16.283610174181653,23500000.0,23500000.0,1,1,3.3018480492813143,1206,2022-10-24,Unknown,Unknown,,-1,0,unmatched,unmatched,0.3454450473187873,,1,Q3,3-7,round_history_only,2025-2026
Adora Software Pty Ltd,adorasoftwarepty,0,capitaliq_below_1b_matched_control,2026-02-12,,"Linkerbot (Beijing) Technology Co., Ltd.",control_date_only,1,2026,Post-2021,1,1,1,7050000.0,15.768538316632412,7050000.0,15.768538316632412,46270000.0,46270000.0,5,5,0.0027378507871321,1,2026-02-11,Unknown,Unknown,,-1,0,unmatched,unmatched,0.00029151365203996783,,1,Q3,0-1,round_history_only,2025-2026
"Amplified Industries, Inc.",amplifiedindustries,0,capitaliq_below_1b_matched_control,2026-02-13,,SKD SE,control_date_only,899,2026,Post-2021,1,1,1,10000000.0,16.118095750958314,10000000.0,16.118095750958314,38000000.0,38000000.0,2,2,2.461327857631759,899,2023-08-29,Unknown,Unknown,,-1,0,unmatched,unmatched,0.3623567069523358,,1,Q3,1-3,round_history_only,2025-2026
"Amplifier, Inc.",amplifier,0,capitaliq_below_1b_matched_control,2026-02-17,,"Render Services, Inc.",control_date_only,251,2026,Post-2021,1,1,1,8320000.0,15.934172932989693,8320000.0,15.934172932989693,9090000.0,9090000.0,3,3,0.6872005475701575,251,2025-06-11,Unknown,Unknown,,-1,0,unmatched,unmatched,0.011929402981349502,,1,Q3,0-1,round_history_only,2025-2026
"Amplifi Vascular, Inc.",amplifivascular,0,capitaliq_below_1b_matched_control,2026-02-19,,"Code Metal, Inc.",control_date_only,133,2026,Post-2021,1,1,1,6900000.0,15.747032114495012,6900000.0,15.747032114495012,33400000.0,33400000.0,0,0,0.3641341546885694,133,2025-10-09,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0006257219134793505,,1,Q3,0-1,round_history_only,2025-2026
Agaton Technologies AB,agatonab,0,capitaliq_below_1b_matched_control,2026-02-21,,Kinda Smart Inc.,control_date_only,2,2026,Post-2021,1,1,1,9920000.0,16.110063580067504,9920000.0,16.110063580067504,44100000.0,44100000.0,4,4,0.0054757015742642,2,2026-02-19,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0003189109123139404,,1,Q3,0-1,round_history_only,2025-2026
Aizy B.v.,aizybv,0,capitaliq_below_1b_matched_control,2026-02-22,,"Qianxun Intelligent (Hangzhou) Technology Co., Ltd.",control_date_only,3,2026,Post-2021,1,1,1,2350000.0,14.669926311652166,2350000.0,14.669926311652166,25890000.0,25890000.0,0,0,0.0082135523613963,3,2026-02-19,Unknown,Unknown,,-1,0,unmatched,unmatched,6.674294431731502e-06,,1,Q2,0-1,round_history_only,2025-2026
"Amplifyer Bio, Inc.",amplifyerbio,0,capitaliq_below_1b_matched_control,2026-02-23,,"Aalyria Technologies, Inc.",control_date_only,500,2026,Post-2021,1,1,1,7080000.0,15.77278460691283,7080000.0,15.77278460691283,15990000.0,15990000.0,0,0,1.3689253935660506,500,2024-10-11,Unknown,Unknown,,-1,0,unmatched,unmatched,0.18128626130030928,,1,Q3,1-3,round_history_only,2025-2026
"Amplio Supply Chain, Inc.",ampliosupplychain,0,capitaliq_below_1b_matched_control,2026-02-23,,"Zhipingfang (Shenzhen) Technology Co., Ltd.",control_date_only,1182,2026,Post-2021,1,1,1,6000000.0,15.607270193858982,6000000.0,15.607270193858982,6000000.0,6000000.0,6,6,3.236139630390144,1182,2022-11-29,Unknown,Unknown,,-1,0,unmatched,unmatched,0.4158886061727764,,1,Q3,3-7,round_history_only,2025-2026
EZBob Ltd.,ezbob,0,capitaliq_below_1b_matched_control,2026-02-24,,Allica Bank Limited,control_industry_continent,2952,2026,Post-2021,1,1,1,21420000.0,16.879835669669216,21420000.0,16.879835669669216,142790000.0,142790000.0,1,1,8.082135523613964,2952,2018-01-25,Fintech,Europe,United Kingdom,2011,1,exact_unique,control_funded,0.34206735876774547,2010-14,1,Q4,7+,round+founding+master,2025-2026
"Amplitude Vascular Systems, Inc.",amplitudevascularsystems,0,capitaliq_below_1b_matched_control,2026-02-24,,"Essex Labs, Inc.",control_date_only,392,2026,Post-2021,1,1,1,36000000.0,17.399029524198163,36000000.0,17.399029524198163,149390000.0,149390000.0,0,0,1.0732375085557837,392,2025-01-28,Unknown,Unknown,,-1,0,unmatched,unmatched,0.5532774438551923,,1,Q4,1-3,round_history_only,2025-2026
Imagine Communications Group Ltd.,imaginecommunications,0,capitaliq_below_1b_matched_control,2026-02-25,,"Whop, Inc.",control_industry_continent,2704,2026,Post-2021,1,1,1,138890000.0,18.749192818092343,138890000.0,18.749192818092343,277220000.0,277220000.0,2,2,7.403148528405202,2704,2018-10-01,Enterprise Software,North America,United States,2005,1,exact_unique,control_funded,0.6233802424064866,≤2009,1,Q4,7+,round+founding+master,2025-2026
"Abram Scientific, Inc",abramscientific,0,capitaliq_below_1b_matched_control,2026-02-26,,Einride AB (NasdaqGM:ENRD),control_date_only,2,2026,Post-2021,1,1,1,11750000.0,16.27936388366082,11750000.0,16.27936388366082,16070000.0,16070000.0,2,2,0.0054757015742642,2,2026-02-24,Unknown,Unknown,,-1,0,unmatched,unmatched,5.655332886454168e-06,,1,Q3,0-1,round_history_only,2025-2026
Amplus Ampere Private Limited,amplusampereprivate,0,capitaliq_below_1b_matched_control,2026-02-28,,"Qingtao (Kunshan) Energy Development Co., Ltd.",control_date_only,183,2026,Post-2021,1,1,1,200000.0,12.206077645517674,200000.0,12.206077645517674,6400000.0,6400000.0,1,1,0.5010266940451745,183,2025-08-29,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0001433746311320682,,1,Q2,0-1,round_history_only,2025-2026
Amplus Energy Solutions Pte Ltd.,amplusenergysolutionspte,0,capitaliq_below_1b_matched_control,2026-02-28,,XTransfer Limited,control_date_only,575,2026,Post-2021,1,1,1,513000.0,13.148033073468746,513000.0,13.148033073468746,1970000.0,1970000.0,1,1,1.5742642026009583,575,2024-08-02,Unknown,Unknown,,-1,0,unmatched,unmatched,0.05792071792602114,,1,Q2,1-3,round_history_only,2025-2026
"Amprion, Inc.",amprion,0,capitaliq_below_1b_matched_control,2026-02-28,,Yusheng Holdings Limited,control_date_only,507,2026,Post-2021,1,1,1,6000000.0,15.607270193858982,6000000.0,15.607270193858982,40770000.0,40770000.0,2,2,1.3880903490759753,507,2024-10-09,Unknown,Unknown,,-1,0,unmatched,unmatched,0.26788578444849775,,1,Q3,1-3,round_history_only,2025-2026
"Rachio, Inc.",rachio,0,capitaliq_below_1b_matched_control,2026-03-02,,"Ayar Labs, Inc.",control_industry_continent,2904,2026,Post-2021,1,1,1,10000000.0,16.118095750958314,10000000.0,16.118095750958314,39280000.0,39280000.0,3,3,7.950718685831622,2904,2018-03-20,Hardware & Industrials,North America,United States,2012,1,exact_unique,control_funded,0.27220698562602413,2010-14,1,Q3,7+,round+founding+master,2025-2026
Imagry Inc.,imagry,0,capitaliq_below_1b_matched_control,2026-03-02,,"WorkOS, Inc.",control_industry_continent,3131,2026,Post-2021,2,1,2,18350000.0,16.725140186960765,12250000.0,16.32103657658766,67780000.0,67780000.0,1,1,8.572210814510608,1249,2022-09-30,Enterprise Software,North America,United States,-1,0,exact_unique,control_funded,0.3893729640763221,,2,Q4,7+,round_history_only,2025-2026
Amun-Ra Ventures Inc.,amunraventures,0,capitaliq_below_1b_matched_control,2026-03-03,,"Grow Care, Inc.",control_date_only,1158,2026,Post-2021,1,1,1,11410000.0,16.250000809480674,11410000.0,16.250000809480674,45000000.0,45000000.0,0,0,3.170431211498973,1158,2022-12-31,Unknown,Unknown,,-1,0,unmatched,unmatched,0.3846468327171444,,1,Q3,3-7,round_history_only,2025-2026
"Anada, Inc.",anada,0,capitaliq_below_1b_matched_control,2026-03-04,,"Eight Sleep, Inc.",control_date_only,985,2026,Post-2021,1,1,1,2220000.0,14.613018204298813,2220000.0,14.613018204298813,13330000.0,13330000.0,0,0,2.69678302532512,985,2023-06-23,Unknown,Unknown,,-1,0,unmatched,unmatched,0.07476587807394039,,1,Q2,1-3,round_history_only,2025-2026
ANAFLASH Inc.,anaflash,0,capitaliq_below_1b_matched_control,2026-03-04,,Pasqal SAS,control_date_only,323,2026,Post-2021,1,1,1,7150000.0,15.78262305453032,7150000.0,15.78262305453032,12750000.0,12750000.0,0,0,0.8843258042436687,323,2025-04-15,Unknown,Unknown,,-1,0,unmatched,unmatched,0.09968432896263077,,1,Q3,0-1,round_history_only,2025-2026
"Analog Financial, Inc.",analogfinancial,0,capitaliq_below_1b_matched_control,2026-03-05,,"Anhui Shenji Technology Co., Ltd.",control_date_only,302,2026,Post-2021,1,1,1,4180000.0,15.24582204373536,4180000.0,15.24582204373536,4180000.0,4180000.0,0,0,0.8268309377138946,302,2025-05-07,Unknown,Unknown,,-1,0,unmatched,unmatched,0.04287324427631221,,1,Q3,0-1,round_history_only,2025-2026
Analog One Corporation,analogone,0,capitaliq_below_1b_matched_control,2026-03-05,,"Beijing Robot Era Technology Co., Ltd.",control_date_only,752,2026,Post-2021,2,1,2,21000000.0,16.860033043306743,16000000.0,16.588099342704055,300000000.0,300000000.0,13,11,2.0588637919233403,402,2025-01-27,Unknown,Unknown,,-1,0,unmatched,unmatched,0.8587119612689573,,2,Q4,1-3,round_history_only,2025-2026
Analytica Ensino Ltda.,analyticaensinoltda,0,capitaliq_below_1b_matched_control,2026-03-05,,Neura Robotics GmbH,control_date_only,735,2026,Post-2021,1,1,1,804000.0,13.597355791941425,804000.0,13.597355791941425,8039999.999999999,8039999.999999999,1,1,2.0123203285420943,735,2024-02-29,Unknown,Unknown,,-1,0,unmatched,unmatched,0.06327993651750782,,1,Q2,1-3,round_history_only,2025-2026
Blue Onion Labs Inc.,blueonion,0,capitaliq_below_1b_matched_control,2026-03-05,,OKX Technology Inc.,control_industry,323,2026,Post-2021,1,1,1,10000000.0,16.118095750958314,10000000.0,16.118095750958314,21950000.0,21950000.0,5,5,0.8843258042436687,323,2025-04-16,Fintech,Unknown,,-1,0,exact_unique,control_accelerator,0.14999873887088166,,1,Q3,0-1,round_history_only,2025-2026
Bright.md Inc.,brightmd,0,capitaliq_below_1b_matched_control,2026-03-05,,Science Corporation,control_industry_continent,3138,2026,Post-2021,1,1,1,8780000.0,15.987987079506508,8780000.0,15.987987079506508,23860000.0,23860000.0,2,2,8.591375770020534,3138,2017-08-01,Health & Bio,North America,United States,2014,1,exact_unique,control_funded,0.2596598483180633,2010-14,1,Q3,7+,round+founding+master,2025-2026
"Analytical AI, Inc.",analyticalai,0,capitaliq_below_1b_matched_control,2026-03-06,,"Calterah Semiconductor Technology (Shanghai) Co., Ltd.",control_date_only,1184,2026,Post-2021,1,1,1,1530000.0,14.240778946963175,1530000.0,14.240778946963175,1720000.0,1720000.0,0,0,3.241615331964408,1184,2022-12-08,Unknown,Unknown,,-1,0,unmatched,unmatched,0.09287192004197471,,1,Q2,3-7,round_history_only,2025-2026
"Anatomic Global, Inc.",anatomicglobal,0,capitaliq_below_1b_matched_control,2026-03-06,,"PaXini Technology (Shenzhen) Co., Ltd.",control_date_only,1242,2026,Post-2021,1,1,1,24000.0,10.085850775128716,24000.0,10.085850775128716,2510000.0,2510000.0,0,0,3.40041067761807,1242,2022-10-11,Unknown,Unknown,,-1,0,unmatched,unmatched,0.08008838614274316,,1,Q2,3-7,round_history_only,2025-2026
"Andes Ag, Inc.",andesag,0,capitaliq_below_1b_matched_control,2026-03-09,,NScale Global Holdings Limited,control_date_only,1089,2026,Post-2021,1,1,1,15000000.0,16.52356082573315,15000000.0,16.52356082573315,45570000.0,45570000.0,3,3,2.9815195071868583,1089,2023-03-16,Unknown,Unknown,,-1,0,unmatched,unmatched,0.48145802305974333,,1,Q4,1-3,round_history_only,2025-2026
Andres Industries AG,andresindustriesag,0,capitaliq_below_1b_matched_control,2026-03-10,,Nexthop Systems Inc.,control_date_only,224,2026,Post-2021,1,1,1,1270000.0,14.05452824583604,1270000.0,14.05452824583604,12680000.0,12680000.0,1,1,0.6132785763175906,224,2025-07-29,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0016941981497743403,,1,Q2,0-1,round_history_only,2025-2026
"Rhombus Energy Solutions, Inc.",rhombusenergysolutions,0,capitaliq_below_1b_matched_control,2026-03-10,,Rhoda AI Corporation,control_industry_continent,4003,2026,Post-2021,1,1,1,2800000.0,14.845130332288226,2800000.0,14.845130332288226,2830000.0,2830000.0,1,1,10.959616700889802,4003,2015-03-25,Hardware & Industrials,North America,United States,2012,1,exact_unique,control_funded,0.10049632182183253,2010-14,1,Q2,7+,round+founding+master,2025-2026
Andromeda Robotics Inc.,andromedarobotics,0,capitaliq_below_1b_matched_control,2026-03-11,,Entrepreneur First Operations Limited,control_date_only,183,2026,Post-2021,1,1,1,15160000.0,16.53417100414156,15160000.0,16.53417100414156,100000000.0,100000000.0,9,9,0.5010266940451745,183,2025-09-09,Unknown,Unknown,,-1,0,unmatched,unmatched,0.02425878849725565,,1,Q4,0-1,round_history_only,2025-2026
Andson Biotech Inc.,andsonbiotech,0,capitaliq_below_1b_matched_control,2026-03-11,,"Mind Robotics, Inc.",control_date_only,140,2026,Post-2021,1,1,1,4740000.0,15.371547904641702,4740000.0,15.371547904641702,9960000.0,9960000.0,0,0,0.3832991101984941,140,2025-10-22,Health & Bio,Unknown,,-1,0,exact_unique,control_accelerator,0.0001400076277650648,,1,Q3,0-1,round_history_only,2025-2026
"Anetac, Inc.",anetac,0,capitaliq_below_1b_matched_control,2026-03-12,,"Axiom Quant, Inc.",control_date_only,1072,2026,Post-2021,1,1,1,5270000.0,15.477541110270847,5270000.0,15.477541110270847,5270000.0,5270000.0,0,0,2.9349760438056127,1072,2023-04-05,Unknown,Unknown,,-1,0,unmatched,unmatched,0.264818597055301,,1,Q3,1-3,round_history_only,2025-2026
Angel AI Company,angelai,0,capitaliq_below_1b_matched_control,2026-03-12,,Sunday Robotics Inc.,control_date_only,553,2026,Post-2021,1,1,1,5850000.0,15.581952390148196,5850000.0,15.581952390148196,6570000.0,6570000.0,5,5,1.514031485284052,553,2024-09-05,Unknown,Unknown,,-1,0,unmatched,unmatched,0.2748958507558365,,1,Q3,1-3,round_history_only,2025-2026
"AngelEye Health, Inc.",angeleyehealth,0,capitaliq_below_1b_matched_control,2026-03-12,,Wonderful Systems Ltd.,control_date_only,93,2026,Post-2021,1,1,1,9000000.0,16.012735246411598,9000000.0,16.012735246411598,43650000.0,43650000.0,2,2,0.2546201232032854,93,2025-12-09,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0003189109123139404,,1,Q3,0-1,round_history_only,2025-2026
"RightHand Robotics, Inc.",righthandrobotics,0,capitaliq_below_1b_matched_control,2026-03-16,,"Frore Systems, Inc.",control_industry_continent,3813,2026,Post-2021,2,1,2,26220000.0,17.08203307443865,23000000.0,16.951004817371683,71110000.0,71110000.0,5,5,10.439425051334702,2646,2018-12-17,Hardware & Industrials,North America,United States,-1,0,exact_unique,control_funded,0.46779891537166346,,2,Q4,7+,round_history_only,2025-2026
"AgelessRx, Inc.",agelessrx,0,capitaliq_below_1b_matched_control,2026-03-18,,Andromeda AI Inc.,control_date_only,1,2026,Post-2021,1,1,1,5470000.0,15.514789357213504,5470000.0,15.514789357213504,29510000.0,29510000.0,0,0,0.0027378507871321,1,2026-03-17,Unknown,Unknown,,-1,0,unmatched,unmatched,6.674294431731502e-06,,1,Q3,0-1,round_history_only,2025-2026
Advanced Navigation Pty. Ltd.,advancednavigationpty,0,capitaliq_below_1b_matched_control,2026-03-20,,"Gansu Rural Commercial Bank Co., Ltd.",control_date_only,2,2026,Post-2021,1,1,1,111940000.0,18.533473580360845,111940000.0,18.533473580360845,708490000.0,708490000.0,8,8,0.0054757015742642,2,2026-03-18,Unknown,Unknown,,-1,0,unmatched,unmatched,0.08450010283833814,,1,Q4,0-1,round_history_only,2025-2026
"Almanac Health, Inc.",almanachealth,0,capitaliq_below_1b_matched_control,2026-03-20,,Neo Investment Value Advisors Private Limited,control_date_only,4,2026,Post-2021,1,1,1,11850000.0,16.287838509933596,11850000.0,16.287838509933596,24260000.0,24260000.0,3,3,0.0109514031485284,4,2026-03-16,Unknown,Unknown,,-1,0,unmatched,unmatched,5.655332886454168e-06,,1,Q3,0-1,round_history_only,2025-2026
